,1,2
0,1116.570057,47.66579408
1,1116.58001,47.43240104
2,1116.589963,47.23406674
3,1116.599916,47.38023459
4,1116.60987,47.39026538
5,1116.619823,47.39026538
6,1116.629776,47.19954341
7,1116.639729,46.7640282
8,1116.649682,46.14802988
9,1116.659635,45.86999562
10,1116.669588,46.63774497
11,1116.679541,47.59749521
12,1116.689494,47.97016915
13,1116.699447,48.06530301
14,1116.7094,47.93867052
15,1116.719353,47.64349258
16,1116.729307,47.74801252
17,1116.73926,47.86378055
18,1116.749213,47.59100728
19,1116.759166,47.42519099
20,1116.769119,47.36688958
21,1116.779072,47.61705663
22,1116.789025,48.01769478
23,1116.798978,48.06837838
24,1116.808931,47.85202044
25,1116.818884,47.56479922
26,1116.828832,47.39497271
27,1116.838785,47.4410306
28,1116.848738,47.62690591
29,1116.858692,47.58114444
30,1116.868645,47.31910429
31,1116.878598,47.21126473
32,1116.888551,47.32314838
33,1116.898504,47.50036212
34,1116.908457,47.53962101
35,1116.91841,47.30609993
36,1116.928363,47.21118648
37,1116.938316,47.23186233
38,1116.948269,47.31305382
39,1116.958222,47.49153031
40,1116.968175,47.62716202
41,1116.978128,47.49321084
42,1116.988081,47.4297684
43,1116.998035,47.46090558
44,1117.007988,47.5917392
45,1117.017941,47.71045224
46,1117.027894,47.53392068
47,1117.037847,47.40502495
48,1117.0478,47.43905051
49,1117.057753,47.67081235
50,1117.067706,47.79934022
51,1117.077659,47.60101164
52,1117.087612,47.4945914
53,1117.097565,47.49062156
54,1117.107518,47.66212618
55,1117.117472,47.76224502
56,1117.127425,47.56388705
57,1117.137378,47.34973179
58,1117.147331,47.30072419
59,1117.157284,47.5637591
60,1117.167237,48.03959632
61,1117.17719,48.00350018
62,1117.187143,47.7131017
63,1117.197096,47.50815416
64,1117.207049,47.38752419
65,1117.217002,47.55548421
66,1117.226955,47.73449865
67,1117.236908,47.60407039
68,1117.246862,47.38858919
69,1117.256815,47.29994477
70,1117.266768,47.51315434
71,1117.276721,47.71457424
72,1117.286674,47.54354268
73,1117.296627,47.39807238
74,1117.30658,47.19206116
75,1117.316533,47.19206116
76,1117.326486,47.22250691
77,1117.336439,47.49521708
78,1117.346392,47.72662686
79,1117.356345,47.62638108
80,1117.366298,47.41836596
81,1117.376252,47.42835044
82,1117.386205,47.59503475
83,1117.396158,47.51184536
84,1117.406111,47.35772785
85,1117.416064,47.30378982
86,1117.426017,47.45407674
87,1117.43597,47.73007372
88,1117.445923,47.60983019
89,1117.455876,47.3431703
90,1117.465829,47.27097776
91,1117.475782,47.25049871
92,1117.485735,47.29487406
93,1117.495688,47.51661117
94,1117.505642,47.62669836
95,1117.515595,47.47165175
96,1117.525548,47.41860713
97,1117.535501,47.52640007
98,1117.545454,47.65329654
99,1117.555407,47.67028739
100,1117.56536,47.41744313
101,1117.575313,47.3791743
102,1117.585266,47.45918032
103,1117.595219,47.59094212
104,1117.605172,47.75093784
105,1117.615125,47.55887477
106,1117.625078,47.51108184
107,1117.635032,47.48659289
108,1117.644985,47.68345272
109,1117.654938,48.01638679
110,1117.664891,47.95738109
111,1117.674844,47.64660483
112,1117.684797,47.52325654
113,1117.69475,47.42789426
114,1117.704703,47.44694345
115,1117.714656,47.60491003
116,1117.724609,47.629445
117,1117.734562,47.49230025
118,1117.744515,47.45059059
119,1117.754469,47.61935812
120,1117.764422,47.87899595
121,1117.774375,47.69845579
122,1117.784328,47.51263325
123,1117.794281,47.39185802
124,1117.804234,47.53184612
125,1117.814187,47.89212296
126,1117.824141,47.67210751
127,1117.834094,47.5188036
128,1117.844047,47.41009662
129,1117.854,47.47533392
130,1117.863953,47.82678391
131,1117.873906,47.62817084
132,1117.88386,47.46698898
133,1117.893813,47.41837598
134,1117.903766,47.59782051
135,1117.913719,47.92655685
136,1117.923672,47.62618599
137,1117.933625,47.41743726
138,1117.943578,47.31005869
139,1117.953531,47.31250274
140,1117.963484,47.41309582
141,1117.973437,47.62575147
142,1117.98339,47.72953546
143,1117.993343,47.54091756
144,1118.003297,47.42538947
145,1118.01325,47.42538947
146,1118.023203,47.4709235
147,1118.033156,47.68466932
148,1118.043109,47.9589294
149,1118.053062,47.85126589
150,1118.063015,47.50226019
151,1118.072968,47.50032911
152,1118.082921,47.64750797
153,1118.092874,47.67636317
154,1118.102827,47.46925402
155,1118.11278,47.34869319
156,1118.122733,47.35369675
157,1118.132687,47.36757017
158,1118.14264,47.56086677
159,1118.152593,47.78866742
